age,income,home_ownership_enc,emplyment_length,loan_intent_enc,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_enc,credit_history_length,loan_approval_status
25.0,80500,3,2,0,7500,9.63,0.09,0,3,0
44.0,62000,0,5,2,16000,13.49,0.25,0,12,0
26.0,85500,0,10,0,18000,10.0,0.21,0,3,0
38.0,53796,3,1,2,9000,9.63,0.16,0,11,0
36.0,54000,0,2,0,4000,5.42,0.07,0,15,0
23.0,88000,0,7,1,8000,8.49,0.09,0,3,0
28.0,70000,3,2,3,4800,10.25,0.07,0,8,0
27.0,72000,0,5,3,4000,6.76,0.06,0,9,0
22.0,87000,0,1,4,2500,5.42,0.03,0,3,0
43.0,60000,0,24,4,10000,7.49,0.17,0,15,0
43.0,60000,3,1,2,10000,9.91,0.17,0,16,0
43.0,60000,3,7,3,10000,9.88,0.17,0,17,0
43.0,60000,0,4,5,10000,7.49,0.17,0,13,0
45.0,54000,0,8,2,4000,6.62,0.07,0,11,0
27.0,76464,3,2,1,10000,13.22,0.13,0,5,0
27.0,95000,0,6,1,35000,7.9,0.37,0,8,0
24.0,86028,0,6,2,10000,15.99,0.12,0,4,0
23.0,95000,2,2,1,16000,7.88,0.17,0,3,0
37.0,53000,3,2,2,4800,9.99,0.09,0,16,0
27.0,75000,0,2,4,8000,10.99,0.11,0,10,0
27.0,75000,2,3,4,8000,6.99,0.11,0,9,0
27.0,75000,3,3,2,8000,13.49,0.11,0,7,0
27.0,75000,0,2,1,8000,12.84,0.11,0,8,0
27.0,75000,0,5,3,8000,5.79,0.11,0,5,0
27.0,75000,0,8,5,8000,14.74,0.11,1,7,0
27.0,75000,0,2,3,8000,7.14,0.11,0,10,0
23.0,85000,0,7,3,4500,11.71,0.05,0,3,0
25.0,77000,0,9,0,3000,7.49,0.04,0,2,0
37.0,58000,0,4,5,14000,6.03,0.24,0,11,0
39.0,54000,3,2,2,12000,13.23,0.22,1,13,0
25.0,77500,3,0,2,3600,7.88,0.04,0,2,0
27.0,78000,0,11,5,12000,6.62,0.15,0,10,0
27.0,78000,3,4,0,12000,11.71,0.15,0,6,0
27.0,78000,0,4,0,12000,6.62,0.16,0,6,0
32.0,63000,0,7,4,7500,10.75,0.12,0,9,0
25.0,80400,3,2,0,7200,7.29,0.09,0,3,0
33.0,58000,3,2,0,2400,10.99,0.04,0,8,0
29.0,68500,0,6,5,6000,7.14,0.09,0,7,0
50.0,51160,3,1,3,9000,9.76,0.18,0,14,0
25.0,90700,0,6,2,20000,10.99,0.22,0,3,0
27.0,84000,0,6,3,20000,6.99,0.24,0,5,0
27.0,84000,0,3,5,20000,10.25,0.24,0,8,0
31.0,68000,3,3,2,12000,13.48,0.18,1,9,0
24.0,92000,0,8,3,17000,7.66,0.18,0,3,0
29.0,72345,3,6,1,11500,7.42,0.15,0,10,0
24.0,82000,0,8,4,5000,12.69,0.06,0,2,0
28.0,69575,3,9,3,4000,6.39,0.06,0,8,0
46.0,60000,3,4,5,17000,11.99,0.28,0,13,0
41.0,60000,3,3,5,5000,12.73,0.08,1,16,0
41.0,60000,3,1,2,5000,12.73,0.08,1,15,0
41.0,60000,0,6,3,5000,12.69,0.08,0,15,0
36.0,55236,0,9,5,6000,7.51,0.11,0,11,0
52.0,65000,0,11,5,8000,5.79,0.12,0,18,0
29.0,67900,0,2,2,5000,12.99,0.08,1,9,0
23.0,83004,3,7,0,2000,7.9,0.02,0,3,0
30.0,72321,1,0,2,15000,10.36,0.21,0,9,0
29.0,78000,2,7,3,19600,7.66,0.25,0,10,0
31.0,70000,3,1,3,15000,12.61,0.21,0,7,0
31.0,70000,0,9,3,15000,8.49,0.21,0,5,0
31.0,70000,0,0,3,15000,11.89,0.21,0,6,0
31.0,70000,0,2,1,15000,11.89,0.21,0,6,0
35.0,62004,0,4,3,15000,7.49,0.24,0,9,0
24.0,92500,0,8,3,17500,11.71,0.19,0,2,0
24.0,90000,3,5,3,14500,9.99,0.16,0,3,0
25.0,84000,0,9,3,11500,7.88,0.14,0,2,0
29.0,70000,0,13,5,8000,7.14,0.11,0,5,0
29.0,70000,0,4,2,8000,12.18,0.11,0,7,0
29.0,70000,2,4,1,8000,7.49,0.11,0,10,0
29.0,70000,3,3,1,8000,16.82,0.11,0,8,0
29.0,70000,3,6,3,8000,13.47,0.11,0,8,0
29.0,70000,3,4,1,8000,8.9,0.11,0,9,0
29.0,70000,0,13,2,8000,6.03,0.11,0,6,0
29.0,70000,0,1,3,8000,10.39,0.11,0,5,0
29.0,70000,0,2,1,8000,12.68,0.11,0,5,0
39.0,50000,3,1,3,4000,12.99,0.08,0,11,0
23.0,90000,0,5,1,10000,7.88,0.11,0,3,0
23.0,90000,0,3,5,10000,8.0,0.11,0,3,0
23.0,90000,3,7,1,10000,8.49,0.11,0,4,0
23.0,90000,0,2,1,10000,7.88,0.11,0,3,0
23.0,90000,3,0,0,10000,13.61,0.11,0,2,0
23.0,90000,0,7,4,10000,8.59,0.11,0,4,0
23.0,90000,3,4,4,10000,14.22,0.11,1,3,0
23.0,90000,0,1,1,10000,13.61,0.11,0,4,0
23.0,90000,3,1,0,10000,13.22,0.11,0,3,0
23.0,90000,3,5,0,10000,8.49,0.11,0,2,0
23.0,90000,0,0,3,10000,7.14,0.11,0,2,0
23.0,90000,0,4,5,10000,6.62,0.11,0,2,0
23.0,90000,0,0,5,10000,12.61,0.11,0,2,0
23.0,90000,0,0,4,10000,12.42,0.11,0,4,0
23.0,90000,3,5,5,10000,11.58,0.11,0,4,0
23.0,90000,3,0,1,10000,11.89,0.11,0,3,0
23.0,90000,3,7,0,10000,10.65,0.11,0,2,0
23.0,90000,0,3,1,10000,12.53,0.11,0,2,0
23.0,90000,3,1,1,10000,10.65,0.11,0,4,0
23.0,90000,3,7,5,10000,7.66,0.11,0,2,0
23.0,90000,0,0,3,10000,13.06,0.11,1,4,0
23.0,90000,3,0,3,10000,7.49,0.11,0,4,0
23.0,90000,0,5,4,10000,11.26,0.11,0,2,0
23.0,90000,0,4,0,10000,7.9,0.11,0,3,0
23.0,90000,0,7,3,10000,7.49,0.11,0,4,0
23.0,90000,3,4,3,10000,7.49,0.11,0,4,0
23.0,90000,0,0,0,10000,7.49,0.11,0,3,0
23.0,90000,3,0,0,10000,7.88,0.11,0,4,0
23.0,90000,3,2,1,10000,12.42,0.11,0,3,0
24.0,85000,0,8,4,8500,7.51,0.1,0,3,0
28.0,70000,0,4,2,4500,6.62,0.06,0,8,0
30.0,65000,0,2,0,4000,6.62,0.06,0,10,0
30.0,65000,0,11,1,4000,7.9,0.06,0,7,0
22.0,90000,0,2,1,5500,9.99,0.06,0,3,0
25.0,78000,3,9,4,4000,17.27,0.05,0,2,0
26.0,75000,0,4,3,4000,6.03,0.05,0,4,0
32.0,60000,3,0,0,2500,9.88,0.04,0,7,0
30.0,64000,0,11,4,2500,6.62,0.04,0,7,0
24.0,80000,0,8,4,2500,10.74,0.03,0,4,0
24.0,80000,0,0,5,2500,9.91,0.03,0,4,0
25.0,80000,3,1,3,6475,6.99,0.08,0,4,0
37.0,58000,3,0,5,13750,10.75,0.24,0,16,0
28.0,77544,0,2,4,15000,16.63,0.19,0,10,0
23.0,85000,0,7,1,4200,9.32,0.05,0,2,0
44.0,56000,0,3,0,5000,10.38,0.09,0,12,0
28.0,84000,3,0,3,24000,11.12,0.28,0,7,0
36.0,60000,3,1,5,14400,13.99,0.23,1,13,0
36.0,60000,3,0,2,14400,12.87,0.24,1,11,0
31.0,63600,0,15,4,5000,12.42,0.08,0,9,0
38.0,54000,3,4,1,9000,16.77,0.17,0,11,0
34.0,60000,0,15,2,8400,13.49,0.14,1,6,0
25.0,83196,3,1,3,10400,9.32,0.13,0,2,0
24.0,90000,0,2,0,14400,7.9,0.16,0,2,0
28.0,74000,0,12,3,10000,12.73,0.14,0,7,0
28.0,74000,3,1,5,10000,13.22,0.14,0,5,0
22.0,96000,3,3,1,12000,13.49,0.13,0,3,0
22.0,96000,0,4,1,12000,9.91,0.13,0,3,0
24.0,85000,3,2,1,8400,12.84,0.1,0,2,0
24.0,85000,0,8,1,8400,6.62,0.1,0,4,0
29.0,68000,3,2,2,5000,8.9,0.07,0,10,0
29.0,68000,0,2,1,5000,10.75,0.07,0,10,0
25.0,80000,0,9,3,6400,7.88,0.08,0,3,0
28.0,70000,0,2,0,4400,7.88,0.06,0,9,0
32.0,60000,2,13,4,2400,11.26,0.04,0,9,0
32.0,60000,3,0,5,2400,6.39,0.04,0,9,0
31.0,62000,0,2,2,2500,11.78,0.04,1,6,0
23.0,84000,0,2,1,3000,7.14,0.04,0,4,0
24.0,80000,3,0,1,2400,11.36,0.03,0,2,0
24.0,80000,3,2,3,2400,13.49,0.03,0,3,0
46.0,60000,3,0,3,16800,14.35,0.28,0,16,0
44.0,54600,3,2,0,2500,7.88,0.05,0,15,0
60.0,60000,3,1,4,14400,12.73,0.24,1,21,0
23.0,84554,0,3,4,3600,6.03,0.04,0,2,0
36.0,57600,3,1,4,10000,10.37,0.17,0,16,0
29.0,71500,0,13,4,10000,10.99,0.14,0,7,0
23.0,102000,2,5,5,23600,15.27,0.23,1,3,0
26.0,79000,2,10,1,9000,6.76,0.11,0,4,0
26.0,74000,0,0,4,2500,12.84,0.03,1,2,0
22.0,87000,3,6,1,2000,7.49,0.02,0,4,0
61.0,85000,3,3,4,10000,10.37,0.12,0,20,0
35.0,65000,0,7,2,20000,7.49,0.29,0,7,0
24.0,81600,0,3,1,4200,11.36,0.06,0,4,0
25.0,95000,0,5,5,25000,9.62,0.26,0,3,0
29.0,75000,3,3,4,15000,11.48,0.2,0,5,0
29.0,75000,3,3,5,15000,13.49,0.2,0,10,0
29.0,75000,0,1,3,15000,12.73,0.2,1,9,0
29.0,75000,0,3,2,15000,10.74,0.2,0,9,0
29.0,75000,0,1,3,15000,12.84,0.2,1,5,0
29.0,75000,0,3,1,15000,10.37,0.2,0,8,0
29.0,75000,2,13,5,15000,12.69,0.2,0,5,0
29.0,75000,3,8,4,15000,11.49,0.2,0,7,0
29.0,75000,0,7,5,15000,6.62,0.2,0,6,0
29.0,75000,3,3,4,15000,10.75,0.2,0,8,0
29.0,75000,0,0,1,15000,6.03,0.2,0,5,0
29.0,75000,3,4,5,15000,12.69,0.2,0,10,0
29.0,75000,3,13,3,15000,11.89,0.2,0,5,0
25.0,95004,2,5,2,25000,15.37,0.26,0,3,0
37.0,55000,3,0,3,8000,10.08,0.15,0,17,0
37.0,55000,0,2,2,8000,13.92,0.15,1,16,0
25.0,87000,3,5,1,15000,12.18,0.17,0,4,0
25.0,87000,2,9,2,15000,11.83,0.17,0,4,0
25.0,87000,0,2,2,15000,6.03,0.17,0,2,0
62.0,78000,0,27,4,3000,9.91,0.04,0,19,0
30.0,67500,3,2,1,7500,10.65,0.11,0,8,0
31.0,65000,0,3,0,7000,13.61,0.11,0,9,0
31.0,65000,0,15,0,7000,10.59,0.11,0,9,0
31.0,65000,3,0,2,7000,10.65,0.11,0,5,0
25.0,83000,0,9,0,10000,7.66,0.12,0,4,0
26.0,74029,3,0,4,2500,11.99,0.03,0,2,0
27.0,75000,0,11,5,7500,5.42,0.1,0,7,0
23.0,85000,0,4,1,4000,8.59,0.05,0,4,0
33.0,72000,2,5,3,25000,11.83,0.35,0,10,0
34.0,64000,3,5,3,15000,10.0,0.23,0,6,0
32.0,68000,0,2,0,15000,9.76,0.22,0,9,0
27.0,72800,0,3,2,4500,6.76,0.06,0,5,0
38.0,52000,0,12,0,5000,7.88,0.1,0,15,0
23.0,92000,0,7,4,12000,6.03,0.13,0,2,0
23.0,92000,0,1,3,12000,6.62,0.13,0,4,0
23.0,92000,0,7,1,12000,7.66,0.13,0,3,0
23.0,92000,0,7,4,12000,9.91,0.13,0,4,0
23.0,92000,2,3,5,12000,7.49,0.13,0,3,0
49.0,50400,3,4,2,5000,15.21,0.1,0,12,0
28.0,72000,0,4,0,7000,8.94,0.1,0,9,0
23.0,92004,0,7,1,12000,15.28,0.13,1,4,0
29.0,68004,0,11,3,4800,12.21,0.07,0,9,0
29.0,68004,0,2,2,4800,12.21,0.07,0,10,0
24.0,80000,3,0,0,2200,7.88,0.03,0,3,0
31.0,66996,3,1,5,10000,13.57,0.15,1,6,0
23.0,99000,3,1,1,20000,14.26,0.2,0,3,0
29.0,73000,0,7,0,12000,7.29,0.16,0,7,0
31.0,67000,0,9,3,10000,8.59,0.15,0,7,0
32.0,60900,3,2,4,3600,6.76,0.06,0,10,0
31.0,66500,0,1,4,9200,10.99,0.14,0,10,0
31.0,66500,0,1,1,9200,10.95,0.14,0,8,0
26.0,77976,3,9,4,7500,13.48,0.09,1,2,0
33.0,70000,3,1,1,21600,6.54,0.3,0,7,0
30.0,74196,0,6,2,17400,11.49,0.23,0,7,0
23.0,90000,3,7,3,9600,11.49,0.11,0,2,0
24.0,85000,0,2,0,8100,7.29,0.1,0,4,0
30.0,65000,3,0,5,3600,10.59,0.06,0,10,0
30.0,65000,0,0,2,3600,6.92,0.06,0,9,0
33.0,63000,0,6,0,10000,10.59,0.16,0,10,0
33.0,63000,0,17,0,10000,7.51,0.16,0,8,0
27.0,77000,0,2,3,10000,8.0,0.13,0,10,0
27.0,78500,3,7,0,12000,14.27,0.15,1,8,0
37.0,60000,3,0,5,17000,7.51,0.28,0,17,0
26.0,77385,3,0,1,6625,13.06,0.09,0,2,0
28.0,85000,3,1,4,25000,12.42,0.28,1,7,0
32.0,70000,0,4,4,18000,16.02,0.26,1,6,0
32.0,70000,3,1,1,18000,6.92,0.27,0,10,0
32.0,70000,3,2,4,18000,6.91,0.27,0,9,0
28.0,80000,3,12,3,18000,8.94,0.23,0,8,0
28.0,80000,3,13,1,18000,13.92,0.23,1,5,0
28.0,80000,0,5,1,18000,13.49,0.23,0,5,0
28.0,80000,0,5,5,18000,7.9,0.23,0,5,0
30.0,72000,0,14,1,14000,11.89,0.19,0,9,0
24.0,95000,0,5,1,20000,11.89,0.21,0,2,0
24.0,95000,3,4,5,20000,11.11,0.21,0,3,0
24.0,95000,3,1,0,20000,13.16,0.21,1,3,0
24.0,95000,3,5,5,20000,14.61,0.21,1,2,0
24.0,95000,0,3,0,20000,13.06,0.21,1,3,0
23.0,100000,0,1,3,21000,12.73,0.21,1,3,0
23.0,100000,0,7,1,21000,11.36,0.21,0,2,0
27.0,80000,0,11,1,14000,6.91,0.17,0,10,0
27.0,80000,0,3,4,14000,17.74,0.17,0,9,0
32.0,65000,0,7,3,10000,7.49,0.15,0,6,0
32.0,65000,0,11,3,10000,7.88,0.15,0,5,0
32.0,65000,0,3,3,10000,7.29,0.15,0,5,0
32.0,65000,0,3,5,10000,15.33,0.15,1,10,0
24.0,95004,0,8,0,20000,10.75,0.21,0,2,0
25.0,79992,0,9,0,6000,6.03,0.08,0,4,0
22.0,100000,0,5,5,16000,15.62,0.16,0,2,0
24.0,90000,0,0,5,14000,7.14,0.16,0,4,0
24.0,90000,3,2,1,14000,9.99,0.16,0,3,0
24.0,90000,3,8,0,14000,11.49,0.16,0,4,0
24.0,90000,3,4,1,14000,10.99,0.16,0,2,0
24.0,90000,0,4,5,14000,6.92,0.16,0,3,0
24.0,90000,3,5,4,14000,13.06,0.15,1,4,0
24.0,90000,0,8,4,14000,6.17,0.16,0,4,0
26.0,80000,0,10,5,10000,6.17,0.13,0,3,0
26.0,80000,3,10,5,10000,10.65,0.13,0,4,0
26.0,80000,0,10,5,10000,8.94,0.13,0,3,0
26.0,80000,0,10,5,10000,7.9,0.13,0,2,0
26.0,80000,0,3,4,10000,12.73,0.13,0,3,0
26.0,80000,0,0,2,10000,9.99,0.13,0,4,0
26.0,80000,0,10,3,10000,7.88,0.13,0,3,0
26.0,80000,0,2,3,10000,9.63,0.13,0,2,0
26.0,80000,3,7,1,10000,12.84,0.13,1,2,0
26.0,80000,0,0,1,10000,11.26,0.13,0,4,0
29.0,70000,0,13,0,7500,7.88,0.11,0,8,0
29.0,70000,0,5,5,7500,7.51,0.11,0,9,0
33.0,60000,0,4,3,5000,7.14,0.08,0,9,0
33.0,60000,3,1,4,5000,9.91,0.08,0,7,0
25.0,81600,3,2,0,8000,11.36,0.1,0,4,0
24.0,85000,0,0,5,8000,5.99,0.1,0,4,0
24.0,85000,0,0,4,8000,7.14,0.09,0,4,0
24.0,85000,3,0,4,8000,12.18,0.09,0,3,0
24.0,85000,3,2,5,8000,10.38,0.09,0,2,0
24.0,85000,0,8,2,8000,7.14,0.09,0,3,0
24.0,85000,0,5,5,8000,10.0,0.09,0,2,0
24.0,85000,0,4,5,8000,10.75,0.09,0,2,0
30.0,66000,3,4,4,5000,6.62,0.08,0,5,0
25.0,80000,0,9,1,6000,12.69,0.07,0,4,0
25.0,80000,0,7,2,6000,7.14,0.07,0,3,0
25.0,80000,0,8,0,6000,6.76,0.07,0,2,0
25.0,80000,2,9,3,6000,13.8,0.07,1,3,0
25.0,80000,0,0,1,6000,12.69,0.07,0,2,0
25.0,80000,3,5,2,6000,16.45,0.07,1,2,0
25.0,80000,0,9,3,6000,7.4,0.07,0,4,0
25.0,80000,0,9,0,6000,12.87,0.07,0,2,0
25.0,80000,0,9,1,6000,13.06,0.07,1,2,0
25.0,80000,0,5,4,6000,7.49,0.07,0,4,0
25.0,80000,3,9,3,6000,11.78,0.07,1,3,0
25.0,80000,0,3,5,6000,14.09,0.07,0,3,0
25.0,80000,3,3,5,6000,6.99,0.07,0,4,0
25.0,80000,3,6,1,6000,5.99,0.07,0,4,0
28.0,70000,3,0,4,4000,11.36,0.06,0,6,0
28.0,70000,3,0,0,4000,13.11,0.06,1,6,0
28.0,70000,0,0,2,4000,12.53,0.06,1,6,0
28.0,70000,0,1,1,4000,7.49,0.06,0,10,0
28.0,70000,3,3,5,4000,7.74,0.06,0,8,0
24.0,82500,3,0,1,5000,6.76,0.06,0,2,0
22.0,90000,0,6,0,5000,5.42,0.05,0,2,0
22.0,90000,0,2,3,5000,11.36,0.05,0,4,0
22.0,90000,3,5,5,5000,11.49,0.06,0,4,0
22.0,90000,0,6,1,5000,14.79,0.06,0,4,0
22.0,90000,0,5,3,5000,12.84,0.06,1,3,0
22.0,90000,0,6,1,5000,13.98,0.06,0,2,0
32.0,60000,0,16,2,2000,7.88,0.03,0,9,0
38.0,50000,3,3,2,1000,8.59,0.02,0,17,0
24.0,80000,3,4,0,2000,11.49,0.03,0,2,0
24.0,80000,3,8,1,2000,16.0,0.03,0,2,0
45.0,60000,0,5,2,14000,9.88,0.23,0,12,0
50.0,50000,3,1,2,6000,13.49,0.12,0,15,0
55.0,60000,0,3,4,5000,7.14,0.08,0,27,0
33.0,58800,3,1,3,3000,7.88,0.05,0,5,0
33.0,58800,3,4,3,3000,10.99,0.05,0,8,0
33.0,65000,0,6,4,13200,6.03,0.2,0,7,0
27.0,75000,0,8,4,7200,12.53,0.1,1,9,0
27.0,75000,3,3,3,7200,8.9,0.1,0,6,0
29.0,69000,0,13,4,6000,7.9,0.09,0,9,0
41.0,61000,0,14,0,6000,7.66,0.1,0,15,0
27.0,80796,3,0,2,15000,13.11,0.17,1,5,0
24.0,82560,2,9,3,5000,9.91,0.06,0,4,0
31.0,70000,3,4,0,14400,9.91,0.2,0,9,0
34.0,60353,3,13,1,8500,11.36,0.14,0,7,0
47.0,56000,0,5,4,11200,15.31,0.21,0,17,0
26.0,77000,0,1,4,6000,5.42,0.08,0,3,0
28.0,69000,3,11,5,2500,15.96,0.04,0,5,0
26.0,73164,0,6,3,1000,12.84,0.01,1,4,0
26.0,84000,0,5,4,15000,11.71,0.18,0,3,0
26.0,84000,0,8,0,15000,6.03,0.18,0,2,0
22.0,102000,0,2,1,18000,8.49,0.18,0,4,0
24.0,91000,0,8,3,15000,7.88,0.16,0,3,0
24.0,91000,3,8,2,15000,14.65,0.16,0,4,0
24.0,91000,0,8,3,15000,8.9,0.16,0,3,0
41.0,68100,3,5,0,17500,14.26,0.26,1,12,0
36.0,55000,0,3,2,4800,7.14,0.09,0,11,0
32.0,62000,0,3,5,5000,5.79,0.08,0,10,0
33.0,60000,3,4,2,4800,10.99,0.08,0,9,0
30.0,65000,0,14,4,3300,12.69,0.05,0,7,0
30.0,64800,3,3,5,3000,13.98,0.05,0,5,0
22.0,90000,0,6,1,4800,7.51,0.05,0,4,0
27.0,72000,1,3,2,3000,7.9,0.04,0,10,0
27.0,72000,0,11,5,3000,15.58,0.04,1,5,0
42.0,65000,0,4,5,15000,7.51,0.23,0,13,0
42.0,65000,3,16,0,15000,13.47,0.23,1,13,0
43.0,60000,0,22,2,9000,15.62,0.15,1,14,0
37.0,57424,3,1,4,12000,6.91,0.18,0,17,0
28.0,80171,0,9,2,18000,13.23,0.22,1,6,0
35.0,56472,3,8,0,4600,12.42,0.08,0,8,0
33.0,65000,3,4,0,13000,11.71,0.2,0,7,0
23.0,95000,3,2,1,15000,6.62,0.16,0,4,0
23.0,95000,3,2,5,15000,9.88,0.16,0,4,0
23.0,95000,0,7,1,15000,10.36,0.16,0,3,0
23.0,95000,0,4,0,15000,10.65,0.16,0,4,0
23.0,95000,0,5,4,15000,14.42,0.16,0,3,0
23.0,95000,0,7,4,15000,11.11,0.16,0,4,0
23.0,95000,0,4,5,15000,8.94,0.16,0,3,0
25.0,85000,0,5,4,12000,14.79,0.14,1,2,0
25.0,85000,0,9,4,12000,9.63,0.14,0,2,0
25.0,85000,3,8,5,12000,10.65,0.14,0,3,0
25.0,85000,0,1,4,12000,6.91,0.14,0,3,0
25.0,85000,3,9,4,12000,10.65,0.14,0,3,0
25.0,85000,2,7,3,12000,6.62,0.14,0,3,0
25.0,85000,0,9,1,12000,7.88,0.14,0,2,0
25.0,85000,3,2,3,12000,13.23,0.14,1,4,0
25.0,83400,0,2,1,10000,13.11,0.12,0,2,0
27.0,75000,0,11,2,7000,7.9,0.09,0,5,0
27.0,75000,3,7,2,7000,11.26,0.09,0,6,0
27.0,75000,3,11,4,7000,15.21,0.09,0,5,0
27.0,75000,3,11,3,7000,10.65,0.09,0,7,0
27.0,75000,0,0,5,7000,9.45,0.09,0,7,0
24.0,85000,0,4,0,7750,7.51,0.09,0,2,0
23.0,84996,3,7,1,3500,7.88,0.04,0,2,0
23.0,84996,0,7,5,3500,8.59,0.04,0,4,0
23.0,85000,3,5,1,3500,7.9,0.04,0,2,0
23.0,95892,0,5,0,16000,11.58,0.17,0,4,0
25.0,79416,0,3,2,5000,11.86,0.07,0,3,0
38.0,55000,3,3,1,10200,16.89,0.18,1,11,0
27.0,78000,3,6,5,11000,10.99,0.14,0,6,0
28.0,72000,3,6,3,6500,7.9,0.09,0,5,0
22.0,90000,0,6,0,4700,5.42,0.05,0,4,0
26.0,86400,0,5,5,18000,7.29,0.21,0,2,0
29.0,75000,3,1,4,14400,11.83,0.19,0,7,0
29.0,75000,3,3,0,14400,13.49,0.19,1,7,0
29.0,75000,3,2,0,14400,10.74,0.19,0,7,0
29.0,75000,3,0,5,14400,10.74,0.19,0,9,0
43.0,56000,3,41,2,2000,10.99,0.04,0,14,0
30.0,74237,0,5,2,17000,7.88,0.23,0,6,0
29.0,67000,0,13,1,2800,9.99,0.04,0,7,0
29.0,67000,2,11,5,2800,16.02,0.04,0,8,0
23.0,92500,3,2,1,12000,13.49,0.13,1,2,0
23.0,92500,3,2,0,12000,7.66,0.13,0,2,0
23.0,92500,3,3,0,12000,7.66,0.13,0,2,0
25.0,83500,0,9,2,10000,7.29,0.12,0,3,0
22.0,88512,0,6,1,3000,7.88,0.03,0,4,0
30.0,80000,0,9,5,25600,11.99,0.31,0,10,0
46.0,54000,0,19,5,5000,7.49,0.09,0,17,0
38.0,56000,3,3,3,12000,13.16,0.21,1,14,0
32.0,68000,3,4,2,14400,10.99,0.21,0,10,0
27.0,80000,3,0,3,13600,12.42,0.17,0,10,0
28.0,76000,0,12,0,12000,13.11,0.16,0,8,0
32.0,65000,0,7,1,9600,8.49,0.15,0,10,0
23.0,96000,0,1,5,16000,14.79,0.17,0,3,0
29.0,72000,0,13,3,10000,5.79,0.14,0,7,0
29.0,72000,0,13,1,10000,10.65,0.14,0,10,0
29.0,72000,0,11,5,10000,7.9,0.14,0,9,0
29.0,72000,3,2,0,10000,12.53,0.14,1,9,0
29.0,72000,0,7,5,10000,7.88,0.14,0,5,0
29.0,72000,0,13,2,10000,10.95,0.14,0,10,0
29.0,72000,0,5,3,10000,6.17,0.14,0,7,0
29.0,72000,0,0,1,10000,6.62,0.14,0,7,0
29.0,72000,0,10,2,10000,7.49,0.14,0,6,0
29.0,72000,3,2,3,10000,10.25,0.14,0,9,0
24.0,92004,3,8,1,16000,7.49,0.18,0,4,0
26.0,80000,0,6,1,9600,5.79,0.12,0,3,0
26.0,80000,0,10,0,9600,7.51,0.12,0,4,0
26.0,80000,0,3,2,9600,6.99,0.12,0,4,0
24.0,87000,3,3,1,10000,7.29,0.11,0,2,0
26.0,78000,3,6,0,7000,12.54,0.09,1,3,0
26.0,78000,0,2,2,7000,11.14,0.09,0,4,0
28.0,72000,3,5,3,6400,10.37,0.09,0,9,0
28.0,71000,2,4,4,5000,6.76,0.07,0,8,0
25.0,80000,3,9,2,5600,10.59,0.07,0,4,0
34.0,57000,0,11,1,2500,11.72,0.04,0,6,0
46.0,60000,3,18,4,16000,14.09,0.27,0,12,0
22.0,89004,0,3,4,3500,15.31,0.04,0,2,0
37.0,54500,3,11,1,6400,14.65,0.12,0,11,0
23.0,103000,0,7,1,24000,10.99,0.23,0,3,0
27.0,75000,0,4,3,6800,6.54,0.09,0,8,0
30.0,75000,3,2,2,18000,12.73,0.24,0,6,0
38.0,55000,0,16,3,10000,6.03,0.18,0,15,0
38.0,55000,0,1,0,10000,12.73,0.18,0,16,0
38.0,55000,2,8,5,10000,15.96,0.18,0,14,0
38.0,55000,0,16,4,10000,6.03,0.18,0,17,0
28.0,80000,3,1,3,17500,11.49,0.23,0,8,0
31.0,70000,0,2,4,14000,7.88,0.21,0,6,0
25.0,90000,0,9,5,18000,12.42,0.2,0,3,0
25.0,90000,3,9,2,18000,9.91,0.2,0,4,0
25.0,90000,0,9,0,18000,6.03,0.2,0,3,0
25.0,90000,3,9,0,18000,12.53,0.2,0,3,0
26.0,85000,0,10,0,16000,8.9,0.19,0,3,0
26.0,85000,3,2,5,16000,6.17,0.19,0,3,0
26.0,85000,0,1,4,16000,10.59,0.19,0,3,0
26.0,85000,0,4,2,16000,7.51,0.19,0,3,0
21.0,110000,3,1,5,21000,14.09,0.19,0,2,0
26.0,80000,0,3,2,9500,6.76,0.12,0,4,0
29.0,70000,0,3,5,7000,7.88,0.1,0,8,0
29.0,70000,0,13,0,7000,8.9,0.1,0,9,0
29.0,70000,0,13,4,7000,7.51,0.1,0,6,0
29.0,70000,0,1,2,7000,8.94,0.1,0,9,0
29.0,70000,0,13,3,7000,7.88,0.1,0,9,0
22.0,95000,3,2,1,10000,11.89,0.11,0,4,0
22.0,95000,3,2,1,10000,11.71,0.11,0,2,0
22.0,95000,0,6,1,10000,7.9,0.11,0,4,0
22.0,95000,3,4,1,10000,11.99,0.11,0,4,0
22.0,95000,3,4,0,10000,11.99,0.11,0,4,0
23.0,90000,0,7,4,9000,10.65,0.1,0,4,0
23.0,90000,3,3,5,9000,7.9,0.1,0,3,0
39.0,50000,0,2,2,3000,6.76,0.06,0,11,0
39.0,50000,3,3,2,3000,8.49,0.06,0,15,0
22.0,95004,0,4,1,10000,7.51,0.11,0,2,0
28.0,70000,0,12,1,3500,6.62,0.05,0,7,0
28.0,70000,0,2,4,3500,15.23,0.05,1,7,0
28.0,70000,0,12,2,3500,5.42,0.05,0,8,0
43.0,62496,3,3,1,13000,10.99,0.21,0,14,0
22.0,90000,0,6,1,4500,10.65,0.05,0,3,0
25.0,78000,0,9,2,3000,6.39,0.04,0,2,0
