age,income,home_ownership_enc,emplyment_length,loan_intent_enc,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_enc,credit_history_length,max_allowed_loan
35.0,105000,0,2,0,12000,7.29,0.11,0,8,171712
35.0,105000,3,2,0,12000,7.88,0.11,0,9,171712
28.0,132000,0,4,1,13000,7.51,0.1,0,8,171768
24.0,150000,3,8,2,8200,6.99,0.06,0,3,171778
36.0,97000,3,12,1,2800,15.96,0.03,0,12,171781
26.0,136000,0,10,3,5000,6.99,0.04,0,3,171782
39.0,91200,0,1,4,6000,7.68,0.06,0,16,171810
23.0,171194,0,7,5,25000,10.99,0.15,0,4,171837
38.0,101000,3,0,3,20000,10.65,0.2,0,17,171846
50.0,93450,3,0,2,15000,11.58,0.16,0,12,171888
38.0,100000,0,15,4,18000,12.73,0.18,0,13,171949
32.0,120000,0,15,0,20000,6.17,0.17,0,6,171955
32.0,120000,0,9,5,20000,9.99,0.17,0,5,171955
28.0,140000,2,12,4,24000,11.71,0.17,0,7,171957
28.0,140000,0,12,5,24000,10.99,0.17,0,8,171957
34.0,110000,0,5,0,15000,6.91,0.14,0,6,171958
32.0,115000,0,3,4,12000,5.79,0.1,0,8,171965
35.0,104000,0,15,4,10000,10.65,0.1,0,6,171965
36.0,100000,0,3,0,8000,5.79,0.08,0,13,171968
23.0,159996,0,7,1,12000,5.42,0.08,0,2,171970
28.0,130000,3,0,2,10000,11.86,0.08,0,7,171972
28.0,130000,0,12,4,10000,16.29,0.08,0,8,171972
30.0,120000,0,14,1,8000,10.25,0.07,0,9,171973
26.0,140000,0,1,0,10000,12.87,0.07,1,4,171974
26.0,140000,3,3,4,10000,9.91,0.07,0,3,171974
39.0,90000,3,4,1,3500,8.0,0.04,0,13,171977
24.0,150000,0,7,5,8000,8.9,0.05,0,2,171979
28.0,125000,0,3,4,3000,7.51,0.02,0,10,171985
36.0,100010,0,11,4,8000,11.49,0.08,0,13,171986
29.0,120000,3,0,4,2000,14.22,0.02,1,6,171987
46.0,100000,0,7,2,12000,10.99,0.12,0,17,171990
29.0,125600,0,13,3,10000,7.88,0.08,0,6,172091
29.0,128400,0,3,4,14000,14.84,0.11,0,7,172146
43.0,110000,0,6,4,17000,8.88,0.16,0,11,172189
49.0,95000,3,2,5,14000,13.48,0.15,0,13,172189
39.0,98603,0,18,3,20000,7.51,0.18,0,14,172221
27.0,135000,3,3,2,10000,7.51,0.07,0,6,172223
27.0,135000,0,4,0,10000,7.74,0.07,0,6,172223
31.0,115000,3,0,5,6000,12.18,0.05,0,5,172226
41.0,116004,0,1,0,18000,10.37,0.15,0,16,172236
25.0,150000,0,10,5,15200,16.0,0.1,0,2,172269
41.0,110000,0,3,4,8000,6.76,0.07,0,11,172392
41.0,110000,3,12,2,8000,7.14,0.07,0,11,172392
32.0,109200,0,10,3,2300,7.9,0.02,0,7,172405
29.0,125000,0,2,5,8800,13.85,0.07,0,7,172423
30.0,125000,0,14,4,15000,6.03,0.12,0,5,172463
25.0,150000,3,4,5,15000,16.0,0.1,0,2,172469
25.0,150000,3,9,1,15000,12.42,0.1,0,3,172469
25.0,150000,0,5,1,15000,12.18,0.1,0,3,172469
25.0,150000,0,5,2,15000,7.88,0.1,0,2,172469
25.0,150000,0,4,4,15000,9.63,0.1,0,4,172469
25.0,150000,3,6,1,15000,14.42,0.1,0,2,172469
43.0,109000,0,5,0,15000,7.29,0.14,0,16,172470
25.0,146000,0,7,0,10000,13.72,0.07,1,3,172475
25.0,146000,2,5,5,10000,16.89,0.07,0,4,172475
24.0,150000,0,8,1,7500,7.49,0.05,0,4,172479
39.0,90000,0,4,3,3000,7.51,0.03,0,16,172479
39.0,90000,0,1,4,3000,10.36,0.03,0,13,172479
39.0,90000,0,4,0,3000,7.14,0.03,0,13,172479
35.0,100000,3,0,5,2500,9.99,0.03,0,9,172483
37.0,103000,0,6,5,18000,7.88,0.17,0,15,172500
27.0,130104,0,3,5,3000,10.38,0.02,0,7,172626
31.0,125000,0,14,5,21000,13.72,0.17,0,8,172705
45.0,99400,0,18,3,6000,5.42,0.07,0,17,172912
29.0,121000,0,3,5,2500,7.51,0.02,0,7,172936
36.0,110000,0,0,2,25000,10.74,0.23,0,12,172943
26.0,160000,0,8,5,35000,13.49,0.22,1,2,172951
37.0,100000,0,3,1,12000,7.51,0.12,0,13,172959
37.0,100000,3,1,1,12000,7.88,0.12,0,12,172959
27.0,140000,0,6,5,16000,7.88,0.12,0,6,172966
30.0,122000,0,2,3,10000,13.49,0.08,1,8,172970
30.0,122000,0,11,0,10000,7.88,0.08,0,6,172970
36.0,100000,0,4,3,7000,6.76,0.07,0,16,172970
30.0,120000,0,8,4,7000,6.76,0.06,0,5,172975
30.0,120000,0,0,1,7000,5.42,0.06,0,10,172975
23.0,160000,0,7,4,11000,7.9,0.07,0,3,172976
37.0,95459,0,13,1,3600,8.49,0.04,0,14,172977
24.0,150000,0,8,4,7000,12.61,0.05,1,3,172980
24.0,150000,3,0,2,7000,7.9,0.05,0,3,172980
24.0,150000,0,2,2,7000,14.27,0.05,0,3,172980
32.0,110000,3,4,0,3000,13.61,0.03,1,10,172982
45.0,100000,3,0,3,7000,8.59,0.07,0,12,172992
24.0,148350,3,5,1,5000,8.49,0.03,0,2,173003
30.0,125000,0,14,3,14400,13.85,0.12,0,5,173064
39.0,95000,3,3,2,12000,10.99,0.13,0,16,173207
29.0,125000,0,2,4,8000,10.99,0.06,0,9,173224
29.0,125000,0,5,0,8000,6.76,0.06,0,9,173224
36.0,104606,0,8,5,15000,15.28,0.14,0,12,173247
22.0,175000,0,2,0,19200,6.17,0.11,0,3,173270
46.0,95000,3,0,4,1500,13.72,0.02,0,16,173295
34.0,105500,3,3,4,6000,12.21,0.06,0,5,173324
28.0,126000,3,11,2,3000,7.12,0.02,0,8,173385
28.0,131040,0,5,5,10000,7.51,0.08,0,8,173428
29.0,130000,3,5,5,15000,7.49,0.12,0,7,173464
29.0,130000,0,7,2,15000,12.18,0.12,0,10,173464
29.0,130000,0,8,5,15000,13.16,0.12,1,9,173464
30.0,125000,0,4,0,14000,13.61,0.11,1,6,173465
33.0,110000,3,0,4,8000,11.71,0.07,0,6,173470
39.0,90000,3,3,5,2000,8.94,0.02,0,11,173483
32.0,120000,0,16,1,18400,13.06,0.14,1,9,173557
34.0,108000,2,4,1,10000,7.14,0.09,0,8,173566
28.0,132000,0,2,5,11200,6.99,0.09,0,6,173570
26.0,140000,3,0,1,8400,8.0,0.06,0,4,173576
45.0,102000,0,6,0,10000,10.25,0.1,0,15,173591
31.0,125000,0,6,4,20000,15.95,0.16,0,10,173706
35.0,105000,0,11,1,10000,7.51,0.1,0,10,173715
29.0,144000,0,5,3,35000,7.9,0.24,0,10,173746
37.0,100000,3,7,5,11200,16.0,0.11,1,13,173761
32.0,120000,3,7,0,18000,12.69,0.15,0,7,173957
32.0,120000,0,5,1,18000,11.49,0.15,0,9,173957
29.0,130000,3,1,0,14500,9.63,0.11,0,10,173965
25.0,153600,0,9,0,18000,6.03,0.12,0,3,173966
31.0,120000,0,5,4,12000,5.79,0.1,0,7,173966
31.0,120000,0,12,5,12000,5.79,0.1,0,9,173966
31.0,120000,2,15,5,12000,8.88,0.1,0,9,173966
31.0,120000,3,1,5,12000,10.74,0.1,0,6,173966
31.0,120000,0,12,5,12000,5.99,0.1,0,6,173966
31.0,120000,0,6,4,12000,5.79,0.1,0,5,173966
31.0,120000,0,11,3,12000,10.99,0.1,0,6,173966
31.0,120000,0,15,2,12000,9.99,0.1,0,6,173966
27.0,140000,0,3,2,15000,7.88,0.11,0,7,173967
27.0,140000,0,12,2,15000,6.03,0.11,0,8,173967
32.0,115000,0,5,2,10000,13.92,0.09,0,6,173968
36.0,100000,0,2,3,6000,7.51,0.06,0,12,173972
36.0,100000,0,8,2,6000,7.14,0.06,0,17,173972
36.0,100000,0,4,2,6000,7.51,0.06,0,12,173972
36.0,100000,0,3,2,6000,11.49,0.06,0,14,173972
28.0,130000,0,12,5,8000,7.14,0.06,0,10,173975
28.0,130000,0,5,2,8000,10.75,0.06,0,7,173975
28.0,130000,0,12,2,8000,10.59,0.06,0,5,173975
30.0,120000,0,5,5,6000,13.06,0.05,1,8,173977
30.0,120000,0,14,4,6000,6.17,0.05,0,6,173977
30.0,120000,0,14,2,6000,11.49,0.05,0,8,173977
30.0,120000,0,14,5,6000,7.68,0.05,0,7,173977
30.0,120000,0,12,5,6000,5.42,0.05,0,8,173977
30.0,120000,3,0,3,6000,10.65,0.05,0,9,173977
30.0,120000,0,0,3,6000,13.49,0.05,1,8,173977
30.0,120000,0,3,0,6000,12.84,0.05,1,9,173977
30.0,120000,0,3,0,6000,10.99,0.05,0,8,173977
30.0,120000,0,4,4,6000,6.92,0.05,0,8,173977
30.0,120000,0,14,2,6000,5.42,0.05,0,10,173977
24.0,150000,0,8,4,6000,14.09,0.04,0,3,173981
24.0,150000,0,8,1,6000,5.79,0.04,0,2,173981
24.0,150000,3,0,4,6000,8.49,0.04,0,4,173981
28.0,126000,3,12,5,2400,10.99,0.02,0,6,173986
45.0,100000,0,6,3,6000,13.47,0.06,1,17,173992
32.0,115000,0,14,4,9925,11.14,0.09,0,10,174043
31.0,122000,0,3,1,15000,11.86,0.12,0,6,174062
30.0,132750,0,3,1,25000,13.06,0.19,1,8,174078
49.0,95000,2,16,4,12000,10.99,0.13,0,15,174189
37.0,105000,0,0,5,20000,11.48,0.19,0,15,174198
37.0,98000,0,16,2,7000,6.99,0.07,0,12,174269
25.0,153000,0,1,0,16800,6.99,0.12,0,4,174418
30.0,125000,0,3,4,13000,8.38,0.1,0,5,174466
33.0,110000,0,3,0,7000,12.21,0.06,0,10,174472
28.0,130000,0,7,4,7200,8.9,0.05,0,8,174776
42.0,110000,0,18,2,10000,7.9,0.09,0,17,174791
37.0,101004,3,11,2,12000,7.88,0.12,0,16,174817
39.0,100000,0,1,5,20000,11.14,0.2,0,14,174945
38.0,100000,0,4,1,15000,13.47,0.15,0,11,174953
38.0,100000,0,5,2,15000,13.85,0.15,1,12,174953
30.0,130000,0,14,1,20000,12.73,0.15,1,10,174958
26.0,150000,0,9,0,20000,10.0,0.13,0,3,174963
26.0,150000,3,3,2,20000,10.59,0.13,0,2,174963
37.0,100000,0,1,5,10000,7.51,0.1,0,11,174963
31.0,120000,0,2,2,11000,10.99,0.09,0,6,174967
25.0,150000,0,9,3,12500,15.58,0.08,1,3,174972
36.0,100000,0,9,0,5000,7.29,0.05,0,13,174975
36.0,100000,0,4,1,5000,13.98,0.05,1,13,174975
36.0,100000,0,2,0,5000,5.42,0.05,0,16,174975
36.0,100000,0,3,5,5000,6.92,0.05,0,13,174975
23.0,160000,0,8,4,9000,5.42,0.06,0,4,174978
26.0,140000,2,9,2,7000,7.14,0.05,0,2,174978
30.0,120000,3,3,1,5000,13.61,0.04,1,7,174979
30.0,120000,0,8,2,5000,7.49,0.04,0,10,174979
30.0,120000,3,14,1,5000,8.0,0.04,0,6,174979
30.0,120000,0,2,2,5000,6.17,0.04,0,7,174979
30.0,120000,0,6,0,5000,11.49,0.04,0,9,174979
30.0,120000,0,2,2,5000,10.65,0.04,0,9,174979
30.0,120000,0,11,3,5000,9.99,0.04,0,5,174979
24.0,150000,3,8,2,5000,13.43,0.03,0,3,174983
24.0,150000,3,6,2,5000,16.32,0.03,0,2,174983
47.0,100000,0,7,0,13000,6.03,0.13,0,16,174989
32.0,115600,0,2,1,9925,7.29,0.09,0,9,175003
30.0,120000,0,2,3,4800,7.88,0.04,0,9,175179
35.0,103000,0,3,3,5000,15.21,0.05,0,7,175225
29.0,125000,0,12,3,6000,5.79,0.05,0,9,175228
26.0,138000,0,3,1,4000,11.86,0.03,0,4,175384
28.0,131040,0,0,3,8000,13.35,0.06,1,5,175431
34.0,115000,0,3,1,20000,10.83,0.17,0,5,175452
23.0,170000,0,0,1,20000,10.37,0.12,0,4,175467
23.0,170000,3,1,4,20000,13.06,0.12,0,2,175467
30.0,125000,0,14,4,12000,10.75,0.1,0,8,175467
25.0,150000,0,7,3,12000,6.54,0.08,0,3,175473
25.0,150000,0,2,4,12000,6.62,0.08,0,4,175473
25.0,150000,0,9,2,12000,7.88,0.08,0,2,175473
25.0,150000,0,9,5,12000,10.37,0.08,0,3,175473
25.0,150000,0,5,4,12000,6.99,0.08,0,4,175473
25.0,150000,0,4,4,12000,6.62,0.08,0,4,175473
25.0,150000,0,5,0,12000,5.42,0.08,0,2,175473
25.0,150000,2,3,5,12000,8.07,0.08,0,4,175473
25.0,150000,3,1,2,12000,12.87,0.08,1,2,175473
25.0,150000,0,3,4,12000,10.37,0.08,0,2,175473
25.0,150000,0,9,1,12000,7.51,0.08,0,4,175473
25.0,150000,3,9,3,12000,10.37,0.08,0,4,175473
25.0,150000,3,5,1,12000,13.06,0.08,0,3,175473
25.0,150000,3,6,5,12000,7.9,0.08,0,2,175473
33.0,110000,3,3,0,6000,7.14,0.05,0,8,175474
27.0,156000,0,9,3,35000,14.27,0.22,0,8,175549
27.0,136000,0,2,3,8000,9.25,0.06,0,9,175576
31.0,125000,0,9,3,18000,13.43,0.14,0,10,175708
33.0,112000,0,15,4,9000,11.14,0.08,0,9,175769
28.0,140000,3,2,5,20000,13.85,0.14,0,9,175960
32.0,120000,2,2,1,16000,5.79,0.14,0,6,175960
31.0,120000,0,15,0,10000,12.69,0.08,0,5,175969
31.0,120000,0,3,5,10000,8.94,0.08,0,5,175969
31.0,120000,0,15,2,10000,5.42,0.08,0,9,175969
31.0,120000,3,5,2,10000,7.51,0.08,0,8,175969
31.0,120000,0,3,3,10000,5.42,0.08,0,10,175969
31.0,120000,3,8,2,10000,5.79,0.08,0,5,175969
32.0,115000,0,2,3,8000,7.51,0.07,0,6,175971
28.0,130000,3,12,1,6000,11.71,0.05,0,6,175978
28.0,130000,0,2,3,6000,10.75,0.05,0,9,175978
26.0,140000,0,10,4,6000,7.9,0.04,0,4,175980
26.0,140000,0,5,5,6000,12.18,0.04,0,3,175980
30.0,120000,0,4,1,4000,7.14,0.03,0,10,175981
30.0,120000,0,7,5,4000,7.14,0.03,0,9,175981
47.0,100000,0,21,4,12000,5.99,0.12,0,17,175990
45.0,100000,0,8,3,4000,7.88,0.04,0,12,175993
26.0,143150,0,1,5,10000,6.54,0.07,0,3,176069
36.0,102000,3,5,5,7500,13.49,0.07,1,17,176069
23.0,157500,3,1,4,5000,12.69,0.03,0,2,176109
29.0,136000,0,3,0,21000,13.99,0.15,1,10,176158
44.0,120000,0,17,5,35000,10.38,0.29,0,14,176186
33.0,125004,2,2,3,30000,13.3,0.24,1,7,176199
29.0,125000,0,5,4,5000,7.14,0.04,0,10,176229
37.0,98000,0,21,0,5000,11.26,0.05,0,17,176274
37.0,98000,0,3,0,5000,7.68,0.05,0,16,176274
46.0,98000,0,18,4,4000,6.03,0.04,0,17,176313
32.0,114000,0,11,3,6000,10.37,0.05,0,10,176375
32.0,114000,0,16,4,6000,15.23,0.05,0,10,176375
31.0,130000,0,3,5,25000,15.62,0.19,0,8,176451
29.0,129996,0,4,2,12000,15.68,0.1,1,10,176462
33.0,110000,0,2,1,5000,7.51,0.05,0,8,176477
33.0,110000,3,3,5,5000,12.99,0.05,0,8,176477
33.0,110000,0,2,3,5000,9.99,0.05,0,5,176477
26.0,143485,0,10,4,10000,10.62,0.07,0,2,176505
27.0,145000,0,11,0,19200,7.49,0.13,0,5,176513
29.0,139008,0,2,5,25000,13.47,0.18,0,9,176516
32.0,120000,0,2,5,15400,14.79,0.13,1,7,176560
37.0,98700,0,6,0,6000,6.03,0.06,0,16,176566
42.0,120000,3,6,3,25000,10.99,0.21,0,11,176588
34.0,109200,0,4,1,9000,8.63,0.08,0,6,176608
34.0,109800,0,12,0,10000,10.99,0.09,0,7,176626
35.0,103240,0,5,5,4000,5.99,0.04,0,6,176648
27.0,142000,3,3,5,15000,16.07,0.11,0,8,176667
33.0,110000,2,2,5,4800,14.65,0.04,1,5,176677
33.0,111000,0,4,1,6400,10.37,0.06,0,5,176724
54.0,120000,2,9,4,17625,13.17,0.15,0,24,176771
42.0,110000,0,12,0,8000,7.14,0.07,0,15,176792
35.0,110000,3,0,2,15600,8.9,0.14,0,8,176856
34.0,107000,2,10,3,5000,6.92,0.05,0,8,176876
30.0,130000,0,2,1,18000,7.9,0.14,0,6,176960
32.0,120000,0,2,4,15000,10.0,0.13,0,9,176961
32.0,120000,3,3,2,15000,9.88,0.13,0,8,176961
32.0,120000,0,4,4,15000,10.99,0.13,0,9,176961
34.0,110000,0,0,0,10000,5.79,0.09,0,6,176966
34.0,110000,0,4,4,10000,7.51,0.09,0,8,176966
34.0,110000,3,3,5,10000,10.99,0.09,0,9,176966
34.0,110000,0,16,2,10000,12.18,0.09,0,5,176966
28.0,135000,0,6,5,12000,7.51,0.09,0,7,176969
27.0,140000,3,0,1,12000,11.71,0.09,0,6,176970
27.0,140000,0,11,4,12000,14.59,0.09,1,7,176970
31.0,120000,0,9,4,9000,6.92,0.08,0,9,176971
28.0,129996,0,3,5,5000,7.29,0.04,0,10,176975
28.0,129996,3,3,4,5000,9.63,0.04,0,8,176975
28.0,130000,0,2,5,5000,10.99,0.04,0,8,176980
28.0,130000,0,3,3,5000,7.4,0.04,0,7,176980
36.0,100000,3,4,0,3000,10.37,0.03,0,14,176980
26.0,140000,3,0,1,5000,9.99,0.04,0,2,176982
46.0,100000,0,5,4,7000,7.49,0.07,0,12,176991
84.0,108928,0,3,0,6000,7.51,0.06,0,25,176999
41.0,111000,0,2,4,5000,7.49,0.04,0,12,177033
27.0,145992,0,1,1,20000,16.35,0.14,1,8,177051
39.0,98000,0,1,4,14000,7.66,0.14,0,12,177054
26.0,144000,0,10,1,10000,9.91,0.07,0,3,177174
29.0,130000,3,3,2,11250,14.27,0.09,1,6,177219
29.0,125000,0,9,0,4000,11.49,0.03,0,7,177232
38.0,96000,0,10,1,5000,13.49,0.05,0,16,177373
48.0,95000,0,18,0,5000,5.79,0.05,0,17,177392
27.0,149981,0,7,5,25000,12.98,0.17,0,8,177432
30.0,135000,0,14,4,25000,15.33,0.19,0,7,177453
34.0,115000,0,13,3,18000,7.9,0.16,0,5,177454
27.0,150000,3,1,1,25000,11.36,0.17,0,5,177457
27.0,150000,3,11,3,25000,6.99,0.17,0,9,177457
35.0,110000,0,0,0,15000,12.98,0.14,1,6,177457
35.0,110000,0,5,5,15000,7.88,0.14,0,7,177457
35.0,110000,0,0,3,15000,8.94,0.14,0,9,177457
35.0,110000,0,17,0,15000,6.54,0.14,0,9,177457
28.0,140000,0,5,1,18500,7.9,0.13,0,5,177462
26.0,150000,2,10,4,17500,11.83,0.12,0,2,177466
30.0,125000,0,14,3,10000,6.92,0.08,0,5,177470
25.0,150000,2,9,5,10000,5.79,0.07,0,3,177475
25.0,150000,3,4,3,10000,5.42,0.07,0,2,177475
25.0,150000,0,9,0,10000,6.03,0.07,0,4,177475
25.0,150000,0,9,1,10000,12.99,0.07,0,3,177475
25.0,150000,0,5,1,10000,7.49,0.07,0,4,177475
30.0,120996,0,14,0,4000,7.14,0.03,0,8,177475
31.0,120000,0,15,5,8400,6.03,0.07,0,8,177572
51.0,120000,0,1,4,6000,7.51,0.05,0,30,177597
27.0,142000,0,3,2,14000,6.92,0.09,0,8,177668
30.0,134500,0,9,0,24000,10.99,0.18,0,6,177704
33.0,115000,3,6,1,12000,12.69,0.11,0,5,177714
33.0,115000,3,0,5,12000,7.51,0.1,0,10,177714
30.0,127500,0,14,1,13500,7.49,0.11,0,10,177715
28.0,142000,0,3,4,21000,10.38,0.15,0,5,177759
32.0,118000,0,16,2,11000,11.49,0.1,0,7,177766
31.0,122000,0,4,2,11200,13.22,0.09,1,8,177867
28.0,144996,0,2,2,25000,16.35,0.17,1,6,177950
33.0,120000,0,1,2,20000,6.54,0.17,0,7,177953
33.0,120000,0,1,5,20000,9.88,0.17,0,9,177953
33.0,120000,0,3,4,20000,6.92,0.17,0,7,177953
33.0,120000,0,4,5,20000,10.65,0.17,0,5,177953
33.0,120000,0,4,1,20000,13.79,0.17,1,7,177953
38.0,100000,0,12,4,12000,8.94,0.12,0,14,177958
28.0,140000,0,12,4,18000,9.76,0.13,0,6,177962
27.0,140000,0,8,3,11000,10.74,0.08,0,7,177972
31.0,120000,0,4,5,8000,6.03,0.07,0,5,177972
31.0,120000,0,0,1,8000,8.49,0.07,0,7,177972
28.0,132000,0,0,5,6800,7.14,0.05,0,5,177977
24.0,155000,0,0,2,8000,10.37,0.05,0,2,177979
33.0,110000,0,12,0,3500,13.35,0.03,1,7,177980
38.0,95000,3,4,5,2500,15.65,0.03,1,17,177981
52.0,125000,0,2,3,17000,8.88,0.14,0,25,177996
55.0,120000,0,1,4,20000,9.99,0.17,0,28,177996
37.0,99518,0,20,2,6000,6.62,0.06,0,13,178080
31.0,125004,0,1,0,15600,7.51,0.12,0,10,178117
46.0,105000,0,6,5,15000,6.03,0.14,0,15,178189
32.0,114600,0,3,3,5000,8.49,0.05,0,10,178337
34.0,111996,0,11,0,12000,7.49,0.11,0,10,178356
27.0,144000,0,11,3,16000,11.49,0.11,0,10,178366
38.0,96000,0,4,4,4000,6.62,0.04,0,16,178376
31.0,116400,3,13,0,2000,8.59,0.02,0,9,178406
27.0,150000,0,11,0,24000,10.37,0.16,0,5,178458
27.0,150000,0,2,0,24000,7.51,0.16,0,5,178458
27.0,150000,0,5,5,24000,11.36,0.16,0,5,178458
29.0,130000,0,11,3,10000,12.42,0.08,0,10,178471
31.0,120000,3,5,1,7500,15.65,0.06,0,9,178473
26.0,145000,3,3,4,10000,10.59,0.07,0,4,178474
26.0,145000,0,1,0,10000,10.99,0.07,0,2,178474
25.0,150000,0,6,4,9000,10.38,0.06,0,4,178476
25.0,150000,0,9,4,9000,7.49,0.06,0,2,178476
33.0,110000,0,5,5,3000,14.27,0.03,0,7,178482
44.0,110000,0,14,3,15000,13.85,0.14,0,15,178589
25.0,150000,0,9,2,8800,9.99,0.06,0,4,178677
31.0,125000,0,5,5,15000,12.84,0.12,1,9,178712
38.0,102000,0,3,5,15000,7.88,0.15,0,13,178753
38.0,102000,3,1,0,15000,12.84,0.15,0,17,178753
35.0,105600,0,5,4,6000,6.99,0.06,0,7,178773
53.0,120000,0,11,0,12000,9.91,0.1,0,28,178797
27.0,136173,0,5,2,5000,6.62,0.04,0,8,178814
29.0,140000,2,13,3,24100,11.83,0.17,0,6,178855
26.0,143000,0,5,3,7000,6.99,0.05,0,2,178878
34.0,120000,0,6,1,25000,10.75,0.21,0,7,178946
34.0,120000,3,7,4,25000,10.36,0.21,0,7,178946
34.0,120000,0,5,1,25000,15.95,0.21,1,10,178946
32.0,120000,0,7,1,13000,12.69,0.11,0,10,178964
37.0,100000,0,11,4,6000,7.88,0.06,0,16,178971
28.0,135000,0,7,1,10000,7.9,0.07,0,5,178972
27.0,140000,3,11,4,10000,5.42,0.07,0,7,178973
27.0,140000,0,4,1,10000,10.59,0.07,0,9,178973
31.0,120000,0,2,5,7000,10.71,0.06,0,5,178974
31.0,120000,3,1,3,7000,9.32,0.06,0,9,178974
32.0,115000,3,1,2,5000,7.51,0.04,0,8,178977
30.0,120000,0,4,1,1000,10.36,0.01,0,9,178991
45.0,105000,0,8,2,10000,7.49,0.1,0,14,178991
47.0,100000,0,5,1,9000,14.65,0.09,1,14,178991
46.0,100000,0,4,3,5000,10.65,0.05,0,14,178992
46.0,99996,0,2,2,4800,10.59,0.05,0,14,179185
43.0,110000,3,2,3,10000,9.88,0.09,0,16,179191
38.0,100000,0,8,5,10750,11.14,0.11,0,12,179211
35.0,107000,3,4,1,8000,6.76,0.07,0,10,179219
36.0,108000,3,8,1,15000,10.37,0.14,0,14,179356
36.0,108000,0,5,3,15000,13.85,0.14,0,14,179356
38.0,96000,0,5,4,3000,7.9,0.03,0,13,179379
35.0,110000,3,0,2,13000,5.42,0.12,0,6,179460
29.0,130000,0,4,3,9000,6.76,0.07,0,8,179472
29.0,130000,3,0,1,9000,10.99,0.07,0,6,179472
25.0,150000,0,9,2,8000,13.8,0.05,1,2,179478
33.0,120000,2,3,5,18400,13.06,0.15,1,10,179555
38.0,102960,0,2,0,16000,7.88,0.16,0,14,179576
37.0,105201,0,4,1,15000,14.17,0.14,1,11,179577
34.0,109200,0,18,5,6000,8.0,0.05,0,6,179614
29.0,135000,0,0,5,16000,6.92,0.12,0,5,179713
28.0,137720,0,4,5,13000,12.23,0.09,0,7,179776
44.0,105000,0,5,2,5000,7.88,0.05,0,11,179793
36.0,110000,0,14,5,18000,7.51,0.16,0,12,179952
32.0,125000,0,13,2,20000,11.83,0.16,0,7,179955
38.0,100000,3,5,1,10000,12.53,0.1,0,14,179962
38.0,100000,0,16,4,10000,10.59,0.1,0,14,179962
25.0,160000,0,5,1,20000,15.27,0.13,1,2,179965
25.0,160000,3,9,1,20000,13.23,0.13,0,3,179965
32.0,120000,0,12,5,12000,12.53,0.1,0,10,179965
32.0,120000,0,3,5,12000,8.94,0.1,0,7,179965
32.0,120000,0,4,3,12000,5.79,0.1,0,9,179965
32.0,120000,0,6,1,12000,8.94,0.1,0,6,179965
39.0,96000,3,8,2,7200,9.91,0.08,0,17,179967
26.0,150000,0,10,2,15000,11.49,0.09,0,2,179968
25.0,150000,0,9,4,7500,14.27,0.05,1,4,179978
32.0,115000,0,11,0,4000,7.88,0.03,0,6,179980
34.0,113000,0,3,0,12000,7.9,0.11,0,7,180063
33.0,114000,3,0,4,8000,9.45,0.07,0,6,180070
36.0,109000,0,11,4,16000,5.42,0.15,0,14,180154
57.0,120000,0,1,4,25000,13.16,0.21,0,26,180196
30.0,125000,0,7,0,7200,11.71,0.06,0,8,180275
25.0,150000,0,9,3,7200,6.92,0.05,0,2,180279
27.0,141000,0,4,5,10000,15.96,0.07,0,9,180323
27.0,141000,0,11,5,10000,13.49,0.07,0,9,180323
29.0,135456,0,14,3,16000,13.22,0.12,1,8,180375
34.0,115000,0,8,1,15000,8.94,0.13,0,10,180458
35.0,110000,3,0,4,12000,10.37,0.11,0,10,180462
35.0,110000,3,0,0,12000,10.74,0.11,0,6,180462
26.0,150000,2,10,2,14500,11.14,0.09,0,3,180469
29.0,130000,0,0,2,8000,12.21,0.06,0,8,180474
29.0,130000,3,2,0,8000,7.14,0.06,0,10,180474
37.0,100000,0,9,3,4500,12.53,0.04,0,13,180475
25.0,150000,0,5,0,7000,7.14,0.05,0,4,180479
33.0,110000,2,0,4,1000,8.0,0.01,0,5,180490
28.0,130000,3,1,2,1450,13.06,0.01,1,7,180539
28.0,144000,0,12,2,21000,10.59,0.15,0,5,180559
34.0,110000,3,2,0,6400,11.49,0.05,0,9,180573
31.0,122004,0,1,2,8400,10.38,0.07,0,6,180678
39.0,105000,3,15,4,24000,12.21,0.23,0,14,180690
25.0,151000,0,5,1,8000,11.12,0.05,0,3,180728
36.0,106000,0,20,5,10000,6.62,0.09,0,13,180764
60.0,106000,0,5,4,10000,7.49,0.09,0,28,180796
29.0,142000,0,14,4,25000,10.62,0.18,0,5,180854
32.0,120000,0,10,2,11050,12.69,0.09,0,5,180916
27.0,160000,0,3,3,35000,9.99,0.22,0,10,180949
33.0,120000,0,2,3,17000,6.54,0.15,0,9,180957
26.0,144600,0,0,4,7000,9.63,0.05,0,3,180958
38.0,100000,3,0,3,9000,15.23,0.09,1,14,180964
30.0,130000,0,3,4,14000,6.62,0.11,0,9,180965
28.0,140000,2,12,5,15000,13.49,0.11,1,7,180966
28.0,140000,3,4,2,15000,13.16,0.11,0,6,180966
28.0,140000,2,12,1,15000,12.61,0.11,1,9,180966
28.0,140000,3,4,2,15000,6.54,0.11,0,9,180966
28.0,140000,3,3,2,15000,12.87,0.1,1,10,180966
26.0,150000,0,10,0,14000,7.9,0.09,0,4,180969
